"";"Champs";"Regie";"Soil_type";"Variete";"mean_temp";"total_precip";"frozen";"Rendement";"Pureté";"N_Fert";"P_Fert";"K_Fert";"Mg_Fert";"S_Fert";"Ca_Fert";"Zn_Fert";"Cu_Fert";"B_Fert";"Mn_Fert";"PhEau";"Age";"Ca_Sol (ppm)";"P_Sol (ppm)";"Al_Sol (ppm)";"K_Sol (ppm)";"Mg_Sol (ppm)";"Zn_Sol (ppm)";"Cu_Sol (ppm)";"Mn_Sol (ppm)";"B_Sol (ppm)";"Fe_Sol (ppm)";"N_Fol (%)";"P_Fol (%)";"K_Fol (%)";"Ca_Fol (%)";"Mg_Fol (%)";"B_Fol (%)";"Cu_Fol (%)";"Fe_Fol (%)";"Mn_Fol (%)";"Zn_Fol (%)";"Al_Fol (%)"
"1448";"C04";"Organic";"Sand";"Pilgrim";14,1227777777778;589,9;69;10123;0,428571428571429;52,518;35,51;108,756;9,977;217,116;62,433;0,594;1,188;0;0;4,4;15;308;233;1239;121;51;1,8;3,87;3,1;0,6;192,53;1,1;0,12;0,63;0,8;0,21;0,00278;0,00044;0,00427;0,02136;0,00203;0,00678
"1449";"C05";"Organic";"Sand";"Pilgrim";14,1227777777778;589,9;69;8246;0,670731707317073;54,0444;36,623;122,5491;10,4057;227,3109;64,4364;0,6259;1,2518;0;0;4,4;14;227;280;1267;132;44;2,1;4,05;2,7;0,3;215,42;1,1;0,12;0,57;0,87;0,22;0,00248;0,00048;0,00378;0,01962;0,00202;0,00668
"1450";"C06";"Organic";"Sand";"Pilgrim";14,1227777777778;589,9;69;7684;0,455555555555556;53,9628;36,5635;147,4591;21,7897;251,3214;64,3293;1,9734;3,9468;0;0;4,5;14;208;192;1616;96;30;1,5;2,65;2;0,4;157,72;1,1;0,12;0,57;0,85;0,22;0,00239;0,00044;0,00535;0,01947;0,00206;0,0086034
"1451";"C07";"Organic";"Sand";"Pilgrim";14,1227777777778;589,9;69;15298;0,714285714285714;54,3612;36,854;146,6424;21,1058;244,7856;64,8522;1,8876;3,7752;0;0;4,4;14;184;245;1622;97;30;1,3;2,78;2;0,3;159,92;1,1;0,13;0,58;0,91;0,23;0,00253;0,00043;0,00442;0,02424;0,00223;0,015762
"1452";"C08";"Organic";"Sand";"Pilgrim";14,1227777777778;589,9;69;8246;0,478260869565217;55,1916;37,4595;148,4687;21,5829;255,6558;65,9421;1,9338;3,8676;0;0;4,5;14;266;298;1335;126;42;1,9;5,74;2,9;0,4;219,92;1;0,12;0,63;0,77;0,22;0,00234;0,00047;0,00493;0,01758;0,00187;0,00532
"1453";"D01";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;14738;0,23;49,2816;35,9345;118,624;10,574;229,8825;64,6821;0,6435;1,287;0;0;4,5;15;220;226;1279;108;41;1,7;2,98;2,5;0,5;214;1,1;0,12;0,58;0,85;0,24;0,00308;0,00051;0,00385;0,02892;0,00206;0,0085
"1454";"D02";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;11217;0,46;47,9904;34,993;118,2448;10,4116;220,8582;62,9874;0,6402;1,2804;0;0;4,5;15;200;223;1150;110;39;1,4;4,63;2,4;0,4;184,68;1,1;0,12;0,62;0,8;0,23;0,00285;0,00039;0,004;0,02298;0,00178;0,00472
"1455";"D03";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;14628;0,31;47,8176;34,867;120,6682;10,4494;223,7328;62,7606;0,6468;1,2936;0;0;4,5;15;227;341;1164;123;48;1,8;4,44;2,7;0,4;192,08;1,1;0,12;0,58;0,73;0,21;0,0026;0,00035;0,00329;0,02049;0,00164;0,00816
"1456";"D04";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;13072;0,206521739130435;48,5856;35,427;121,5876;10,9572;225,1614;63,7686;0,6974;1,3948;0;0;4,5;15;209;266;1268;104;38;1,5;3,4;2,4;0,4;195,31;1,1;0,12;0,57;0,86;0,25;0,00289;0,00038;0,00356;0,02349;0,00189;0,00908
"1457";"D05";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;12529;0,109090909090909;48,6768;35,4935;119,7822;10,3994;221,6133;63,8883;0,6303;1,2606;0;0;4,6;14;161;200;1274;92;29;1,4;2,82;2;0,4;191,23;1,1;0,12;0,59;0,74;0,22;0,00281;0,00033;0,00396;0,0239;0,00162;0,00476
"1458";"D06";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;10331;0,153061224489796;48,6816;35,497;121,4615;10,5115;223,4565;63,8946;0,6435;1,287;0;0;6,3;14;2796;57;934;51;33;3,9;0,64;7,9;0,4;199,9;1,1;0,11;0,56;0,7;0,2;0,00271;0,00033;0,00421;0,0216;0,00156;0,00754
"1459";"D07";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;10813;0,88;47,1744;34,398;119,1162;10,1034;218,6658;61,9164;0,6138;1,2276;0;0;4,8;6;161;111;557;81;31;1,2;2,84;2;0,3;166,36;1,1;0,12;0,63;0,77;0,2;0,00269;0,00038;0,00318;0,01722;0,00198;0,0069
"1460";"D08";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;9855;0,92;48;35;120,0395;10,1615;222,1335;63;0,6105;1,221;0;0;4,7;6;145;154;1122;70;22;1;2,67;2;0,3;146,67;1,1;0,12;0,6;0,84;0,2;0,00266;0,00038;0,00305;0,01851;0,00208;0,0143092
"1461";"E01";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;17042;0,642857142857143;48,7488;35,546;121,9678;10,6766;321,2322;63,9828;0,6622;1,3244;0;0;4,6;10;169;145;1127;105;25;2,1;2,93;2,6;0,5;215,88;1,1;0,11;0,53;0,86;0,18;0,00444;0,00037;0,00401;0,02371;0,00217;0,0044
"1462";"E02";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;16373;0,494252873563218;48,8256;35,602;124,853;10,387;320,391;64,0836;0,627;1,254;0;0;4,8;10;164;160;1323;100;23;1,6;3,62;2;0,5;181,31;1,1;0,11;0,53;0,87;0,19;0,00455;0,00041;0,00406;0,02499;0,00214;0,00516
"1463";"E03";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;15038;0,451612903225806;48,408;35,2975;125,3434;10,4458;310,9821;63,5355;0,6391;1,2782;0;0;4,6;10;193;164;1185;115;32;1,9;3,25;3,3;0,6;215,01;1,1;0,11;0,55;0,87;0,2;0,00426;0,00045;0,00476;0,02068;0,00205;0,00634
"1464";"E04";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;10234;0,395604395604396;48,456;35,3325;125,5794;10,3578;311,1051;63,5985;0,6281;1,2562;0;0;4,6;10;128;117;1068;113;24;2;3,01;2;0,3;237,59;1,1;0,12;0,53;0,95;0,22;0,00442;0,00063;0,00376;0,02332;0,00228;0,0061
"1465";"F03";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;13051;0,436170212765957;47,7168;34,7935;124,2176;10,1692;320,5839;62,6283;0,6149;1,2298;0;0;4,7;10;160;131;1740;94;22;1,6;4,72;2,6;0,4;252,18;1,1;0,11;0,6;0,82;0,22;0,00438;0,00054;0,00822;0,04056;0,00185;0,00476
"1466";"F04";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;16821;0,40625;48,8448;35,616;123,8202;10,8354;327,9438;64,1088;0,6798;1,3596;0;0;4,9;10;179;117;1529;100;25;1,4;4,48;2,3;0,4;224,06;1;0,11;0,67;0,75;0,22;0,00384;0,00031;0,00387;0,0368;0,00168;0,00512
"1467";"G01";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;13988;0,301204819277108;48,9216;35,672;122,3664;10,4528;236,9376;64,2096;0,6336;1,2672;0;0;4,5;10;138;198;939;86;26;1,6;3,38;2;0,3;225,86;1,1;0,12;0,62;0,87;0,2;0,00408;0,00034;0,0075;0,02423;0,00195;0,00512
"1468";"G02";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;9945;0,355555555555556;48,1728;35,126;123,5563;10,2911;219,6567;63,2268;0,6237;1,2474;0;0;4,6;10;172;223;1277;91;28;1,4;4,65;2,3;0,6;223,31;1;0,11;0,56;0,85;0,2;0,00414;0,00037;0,00488;0,02168;0,00201;0,00466
"1469";"G03";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;9074;0,349397590361446;47,7888;34,846;122,2929;10,1953;211,9941;62,7228;0,6171;1,2342;0;0;4,7;10;153;168;1326;83;22;1,1;3,01;2;0,5;193,39;1,1;0,12;0,58;0,97;0,22;0,00429;0,00047;0,00416;0,02708;0,00225;0,00466
"1470";"G04";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;9963;0,419753086419753;47,7552;34,8215;121,8108;10,0616;220,1907;62,6787;0,6017;1,2034;0;0;4,5;10;195;259;1142;117;33;2,5;3,72;3,1;0,5;212,73;1;0,12;0,6;0,9;0,21;0,00412;0,00044;0,00379;0,02341;0,00208;0,00466
"1471";"D01";"Conventional";"Sand";"Stevens";14,1227777777778;589,9;69;30218;0,99;33;33;106,45;9,1;41,7;0;1,1;1;0,6;0;4,991138;10;91,706521274;85,392850146;1016,40678886;42,280231498;13,410787113;0,5808559252;0,3671169546;1,7677465802;0,54;107,227726278;1,3;0,14;0,54;1,3;0,27;0,0015;0,00041;0,00492;0,03618;0,0014;0,0077
"1472";"D03";"Conventional";"Sand";"Stevens";14,1227777777778;589,9;69;31390,51;0,82;36,96;36,96;106,34;9,1;44,46;0;1,1;1;0,6;0;5,02;9;133;146,2;1128,4;63,4;21,6;0,84;1,092;2,14;0,52;129,732;1,1;0,13;0,54;1,04;0,23;0,0015;0,00034;0,00499;0,02683;0,00117;0,0077
"1473";"D05";"Conventional";"Sand";"Stevens";14,1227777777778;589,9;69;32259,49;0,82;36,96;36,96;106,34;9,1;44,46;0;1,1;1;0,6;0;5,2;9;119;104;1234;46;15;0,6;0,31;2;0,5;122,74;7,8;0,13;0,64;0,98;0,21;0,00152;0,00039;0,00403;0,01485;0,00121;0,006
"1474";"D05";"Conventional";"Sand";"Stevens";14,1227777777778;589,9;69;32259,49;0,82;36,96;36,96;106,34;9,1;44,46;0;1,1;1;0,6;0;5,2;9;119;104;1234;46;15;0,6;0,31;2;0,5;122,74;7,8;0,13;0,64;0,98;0,21;0,00152;0,00039;0,00403;0,01485;0,00121;0,006
"1475";"D07";"Conventional";"Sand";"Pilgrim";14,1227777777778;589,9;69;29573,59;0,88;40,26;40,26;111,415;9,1;46,76;0;1,1;1;0,6;0;5,1;8;100;91;1005;51;15;0,6;0,2;2;0,6;105,55;1,2;0,12;0,61;0,85;0,2;0,00131;0,00043;0,00396;0,02399;0,00139;0,0054
"1476";"D07";"Conventional";"Sand";"Pilgrim";14,1227777777778;589,9;69;29573,59;0,88;40,26;40,26;111,415;9,1;46,76;0;1,1;1;0,6;0;5,1;8;100;91;1005;51;15;0,6;0,2;2;0,6;105,55;1,2;0,12;0,61;0,85;0,2;0,00131;0,00043;0,00396;0,02399;0,00139;0,0054
"1477";"E01";"Conventional";"Sand";"Stevens";14,1227777777778;589,9;69;31807,32;0,94;40,26;40,26;111,415;9,1;46,76;0;1,1;1;0,6;0;5,04;7;121,4;107;1121;59,8;17;0,9;0,79;2,12;0,54;134,492;1,2;0,13;0,63;1,17;0,22;0,00175;4e-04;0,00476;0,0272;0,00168;0,0068
"1478";"E03";"Conventional";"Sand";"Stevens";14,1227777777778;589,9;69;33879,27;1;40,26;40,26;111,415;9,1;46,76;0;1,1;1;0,6;0;5,04;7;126,2;110,8;1132,6;61,8;18,4;0,86;0,854;2,26;0,56;134,318;1,2;0,13;0,6;1,25;0,23;0,00169;0,00047;0,00484;0,02812;0,00148;0,0073
"1479";"E05";"Conventional";"Sand";"Stevens";14,1227777777778;589,9;69;38256,1;0,92;40,26;40,26;111,415;9,1;46,76;0;1,1;1;0,6;0;5,017671;6;92,638632056;84,3221655;1040,83567552;42,46723863;13,3839867316;0,580323513;0,8880044268;1,7374317588;0,52;106,199387752;1,2;0,12;0,64;1,06;0,21;0,00116;0,00035;0,00418;0,02903;0,00138;0,0055
"1480";"01";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;14825;1;28,8;21;86;3;26,7;37,8;0;1,75;0;0;4,6;17,4;139,8;372,2;1597,2;79,8;23,6;3,16;4,876;3,52;0,42;271,458;1;0,13;0,48;1,1;0,27;0,00361;4e-04;0,01247;0,05488;0,00218;0,0158
"1481";"02";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;13582;0,963414634;28,8;21;86;3;26,7;37,8;0;1,75;0;0;4,64;17,4;162;418,8;1603;70,4;21,8;2,06;4,244;2,46;0,42;291,43;1;0,13;0,47;1,09;0,27;0,00341;0,00039;0,00958;0,07271;0,00233;0,0127
"1482";"03";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;17324;0,940298507;28,8;21;86;3;26,7;37,8;0;1,75;0;0;4,76;19,4;138,8;272,2;1498,6;71,6;20,6;0,92;3,3;2,58;0,44;287,656;1;0,14;0,52;0,97;0,25;0,00299;4e-04;0,01108;0,06158;0,00225;0,0136
"1483";"04";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;10888;0,97;33,6;24,5;88,5;3,5;26,7;44,1;0;1,75;0;0;4,74;17,6;135,6;255,2;1319,2;68,2;20,2;1;2,916;2,5;0,42;223,576;1;0,14;0,46;1,18;0,27;0,00324;4e-04;0,00986;0,0522;0,00246;0,0116
"1484";"05";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;9982;0,916666667;14,4;10,5;78,5;1,5;26,7;18,9;0;1,75;0;0;4,64;14,4;178,4;450,4;1737;80,2;23;2,1;4,634;2,46;0,44;341,954;1;0,13;0,49;1,07;0,26;0,00364;0,00037;0,01049;0,05192;0,00247;0,0139
"1485";"06";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;8261;0,480519481;19,2;14;81;2;26,7;25,2;0;1,75;0;0;4,64;11,2;173,2;502,4;1754;81,8;21;0,88;4,102;2,04;0,44;318,824;0,9;0,12;0,44;0,96;0,24;0,0033;0,00032;0,00699;0,04325;0,00179;0,0098
"1486";"07";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;8915;0,269662921;28,8;21;86;3;26,7;37,8;0;1,75;0;0;4,64;11,4;184;359,2;1806,6;76,6;21,4;1,02;3,294;2,04;0,42;258,224;0,9;0,12;0,5;0,95;0,21;0,00332;0,00039;0,00879;0,02767;0,00192;0,0122
"1487";"08";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;7828;0,436781609;14,4;10,5;78,5;1,5;26,7;18,9;0;1,75;0;0;4,62;10,4;164,4;442;1761,2;79,6;20,8;0,96;3,73;2,04;0,5;287,626;1;0,13;0,52;0,93;0,26;0,00372;0,00038;0,00775;0,03803;0,00186;0,011
"1488";"09";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;7326;0,941176471;38,4;28;91;4;26,7;50,4;0;1,75;0;0;4,587056;16,4;125,252023692;257,303948668;1391,9542942;66,70562685;18,7009871668;1,042082922;3,2492497532;2,2939782824;0,42;260,67171372;1;0,13;0,44;1,24;0,28;0,00402;0,00055;0,00918;0,04253;0,00275;0,0148
"1489";"10";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;20268;0,965909091;43,2;31,5;93,5;4,5;26,7;56,7;0;1,75;0;0;4,563384;15;123,04394394;263,62072072;1452,184084;58,314114114;17,91081081;1,0136236236;3,4127227228;2,2787587588;0,4;278,19455856;1;0,12;0,45;1,09;0,25;0,00349;0,00048;0,00839;0,04042;0,00247;0,0132
"1490";"11";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;15329;0,258823529;48;35;96;5;26,7;63;0;1,75;0;0;4,6;16;167,6;424,2;1760;80,8;22,2;0,96;3,474;2,06;0,42;310,024;0,9;0,11;0,42;0,93;0,22;0,00295;0,00044;0,00846;0,04948;0,0016;0,0125
"1491";"12";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;18549;0,426966292;50,4;36,75;72,25;5,25;17,7;66,15;0;1,75;0;0;4,56;10,4;202,4;399,2;1602,8;94,6;28,8;1,36;3,574;2,56;0,42;304,026;1;0,13;0,5;0,98;0,22;0,00347;0,00043;0,01094;0,05169;0,00197;0,0137
"1492";"13";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;18834;0,265957447;43,2;31,5;93,5;4,5;26,7;56,7;0;1,75;0;0;4,64;13,6;183,4;407,6;1801,4;74,2;20,4;0,86;3,398;2;0,42;286,404;0,9;0,11;0,48;0,99;0,23;0,00337;0,00042;0,00707;0,03763;0,00182;0,0107
"1493";"14";"Organic";"Sand";"Ben Larocque";14,1227777777778;589,9;69;23576;0,758371708511941;52,8;38,5;98,5;5,5;26,7;69,3;0;1,75;0;0;4,62;10,6;179,6;438,8;1808,8;82,6;20,4;2,96;3,656;2,88;0,52;245,186;1,1;0,13;0,46;0,93;0,24;0,00365;0,00045;0,00586;0,04729;0,00179;0,0091
"1494";"15";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;19765;0,723076923;43,2;31,5;93,5;4,5;26,7;56,7;0;1,75;0;0;4,64;13,4;162,4;457,2;1723;78,8;19,4;2,92;4,772;2,86;0,42;312,93;1;0,13;0,48;1,01;0,23;0,00303;0,00041;0,00896;0,06356;0,00195;0,0125
"1495";"16";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;17359;0,705882353;43,2;31,5;93,5;4,5;26,7;56,7;0;1,75;0;0;4,76;12,8;155,2;416;1655;74;19,4;0,78;3,86;2;0,48;317,884;0,9;0,12;0,42;1,06;0,26;0,00382;0,00043;0,00913;0,04717;0,00239;0,0123
"1496";"17";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;23179;0,833333333;43,2;31,5;93,5;4,5;26,7;56,7;0;1,75;0;0;4,883384;15;115,44394394;179,62072072;1209,184084;45,514114114;15,91081081;0,6536236236;2,1787227228;1,8787587588;0,42;216,15855856;1;0,12;0,44;1,18;0,25;0,00362;0,00039;0,0109;0,04101;0,00246;0,016
"1497";"18";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;17992;0,947916667;48;35;96;5;26,7;63;0;1,75;0;0;4,883384;15,2;115,44394394;179,62072072;1209,184084;45,514114114;15,91081081;0,6536236236;2,1787227228;1,8787587588;0,42;216,15855856;1,1;0,13;0,43;1,37;0,28;0,00329;0,00062;0,01162;0,03231;0,00295;0,0167
"1498";"19";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;17047;0,994;52,8;38,5;98,5;5,5;26,7;69,3;0;1,75;0;0;4,840235;15;89,40098759;79,029351672;1142,9135482;31,142288718;12,6942433496;0,6048240204;1,5003100244;1,6201278064;0,48;194,66786014;1,2;0,13;0,45;1,28;0,26;0,00304;0,00045;0,01055;0,02847;0,00284;0,0164
"1499";"20";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;21437;0,915;57,6;42;101;6;26,7;75,6;0;1,75;0;0;4,825948;15;80,658344518;73,628010538;1135,6537804;29,07887507;11,9709909118;0,5367207436;1,7342250602;1,5539974666;0,42;178,25059578;1,1;0,13;0,45;1,26;0,25;0,00235;0,00054;0,01195;0,02782;0,00326;0,0189
"1500";"21";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;16480;0,555555556;43,2;31,5;93,5;4,5;26,7;56,7;0;1,75;0;0;4,62;12,8;176,6;467;1610,4;84,4;23,2;1,02;4,088;2,26;0,46;299,476;1,1;0,13;0,47;1;0,26;0,00305;0,00044;0,00867;0,0602;0,00223;0,0137
"1501";"22";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;13377;0,985074627;43,2;31,5;93,5;4,5;26,7;56,7;0;1,75;0;0;4,82;12,8;114,6;243,2;1360,6;54,6;16,6;0,66;2,972;2,34;0,42;212,76;1;0,13;0,49;1,04;0,25;0,00313;0,00036;0,00839;0,0625;0,00202;0,012
"1502";"23";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;11965;1;38,4;28;91;4;26,7;50,4;0;1,75;0;0;4,86;16,6;166;225,4;1502,6;58,8;18;0,64;2,854;2,92;0,42;209,39;1,1;0,15;0,49;1,09;0,26;0,00321;0,00041;0,00815;0,06941;0,00228;0,0117
"1503";"24";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;14015;1;43,2;31,5;93,5;4,5;26,7;56,7;0;1,75;0;0;4,78;14,4;128,6;295,6;1388,4;58;18;0,74;3,4;2,54;0,44;229,034;1;0,13;0,53;0,99;0,23;0,00283;0,00038;0,00824;0,05854;0,00202;0,0162
"1504";"25";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;9876;0,955223881;28,8;21;86;3;26,7;37,8;0;1,75;0;0;4,64;16,8;150,4;377,2;1588,6;69;19,6;0,8;4,476;2,42;0,44;282,138;1;0,13;0,46;1,05;0,26;0,00311;0,00046;0,00792;0,08478;0,00235;0,0125
"1505";"28";"Organic";"Sand";"HyRed";14,1227777777778;589,9;69;13622;1;21,6;15,75;82,25;2,25;26,7;28,35;0;1,75;0;0;4,7;17,6;150,6;337,2;1539,2;65,4;19,6;0,78;3,522;2,44;0,48;264,85;1;0,12;0,46;0,98;0,26;0,003;0,00037;0,00734;0,04621;0,00213;0,0107
"1506";"32";"Organic";"Sand";"Bergman";14,1227777777778;589,9;69;17410;0,58690253979887;51,6618;39,2396;83,32998;11,44824;384,5988;52,2522;0;1,11732;0;0;4,56;10,8;217,8;263;1260;108;38,2;1,68;4,068;3,06;0,42;210,718;1,1;0,14;0,53;0,87;0,26;0,00302;0,00041;0,00425;0,0625;0,00145;0,0056
"1507";"33";"Organic";"Sand";"Bergman";14,1227777777778;589,9;69;26636;0,513850591689779;52,3224;36,768;80,38;13,294;390,6;65,4444;0;1,25;0;0;4,863384;10,4;148,41496847;135,196315964;1094,0281778;70,603717226;26,55715234;1,1227447726;3,1118685696;2,1753932958;0,42;229,35097178;1;0,14;0,5;0,99;0,26;0,00323;0,00058;0,00494;0,06251;0,00181;0,0069
"1508";"34";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;17410;0,4;52,3224;36,768;80,38;13,294;390,6;65,4444;0;1,25;0;0;4,6;10,4;223,2;197,6;1229,4;116,4;38,2;2,1;3,71;2,98;0,42;229,428;1,2;0,16;0,62;0,84;0,27;0,00412;0,00043;0,00522;0,0749;0,00204;0,0067
"1509";"35";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;16883;0,863013699;52,8;38,5;98,5;5,5;26,7;69,3;0;1,75;0;0;5;10,6;129;256,2;1226,8;61,6;17,2;0,54;2,88;2;0,52;221,066;1,1;0,13;0,57;1,02;0,27;0,00415;0,00045;0,00695;0,08376;0,00194;0,0091
"1510";"36";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;13376;1;43,2;31,5;93,5;4,5;26,7;56,7;0;1,75;0;0;4,72;14;123,4;321;1414,8;66,6;17,8;0,74;3,75;2,64;0,42;236,942;1,1;0,14;0,52;1;0,26;0,00378;0,00042;0,00631;0,07413;0,00243;0,0081
"1511";"37";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;13373;0,984375;43,2;31,5;93,5;4,5;26,7;56,7;0;1,75;0;0;4,92;15;125;201,4;1309;56;16,6;0,64;2,584;2,34;0,42;201,228;1,1;0,12;0,5;1,1;0,26;0,00455;0,00046;0,00813;0,08203;0,00242;0,0094
"1512";"38";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;19908;1;43,2;31,5;93,5;4,5;26,7;56,7;0;1,75;0;0;4,86;15,6;125;218,4;1389;57;16,6;0,62;2,808;2,34;0,42;207,3;1,1;0,13;0,47;1,14;0,28;0,00451;0,00069;0,01176;0,08263;0,00295;0,0096
"1513";"39";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;16283;0,873239437;48;35;96;5;26,7;63;0;1,75;0;0;5,02;11;115;200,6;1229;52,4;16,6;0,62;2,338;2,34;0,48;185,404;1,1;0,11;0,48;1,08;0,24;0,00375;6e-04;0,00686;0,05512;0,00288;0,0082
"1514";"40";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;11442;0,920353982;43,2;31,5;93,5;4,5;26,7;56,7;0;1,75;0;0;5,12;12,4;104,8;66,8;729,8;41,4;20;0,56;1,8;2;0,44;187,1;1,2;0,12;0,5;1,15;0,24;0,00374;0,00053;0,00733;0,06712;0,00242;0,0084
"1515";"41";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;17652;0,944444444;43,2;31,5;93,5;4,5;26,7;56,7;0;1,75;0;0;5,12;16,4;104,8;66,8;729,8;41,4;20;0,56;1,8;2;0,44;187,1;1,3;0,13;0,49;1,25;0,24;0,0036;0,00051;0,00563;0,07253;0,00267;0,0077
"1516";"42";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;20997;0,959183673;43,2;31,5;93,5;4,5;26,7;56,7;0;1,75;0;0;5,12;16,2;104,8;66,8;729,8;41,4;20;0,56;1,8;2;0,44;187,1;1,3;0,13;0,47;1,31;0,26;0,0036;0,00054;0,00623;0,0784;0,00264;0,0096
"1517";"43";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;20997;0,951456311;43,2;31,5;93,5;4,5;26,7;56,7;0;1,75;0;0;5,12;16,2;104,8;66,8;729,8;41,4;20;0,56;1,8;2;0,44;187,1;1,3;0,12;0,43;1,23;0,24;0,00329;5e-04;0,00511;0,07686;0,00272;0,0079
"1518";"44";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;20997;0,979166667;43,2;31,5;93,5;4,5;26,7;56,7;0;1,75;0;0;5,12;15,8;104,8;66,8;729,8;41,4;20;0,56;1,8;2;0,44;187,1;1,3;0,13;0,48;1,2;0,24;0,00338;0,00054;0,00527;0,07358;0,00269;0,0089
"1519";"01";"Conventional";"Sand";"Stevens";14,1227777777778;589,9;69;31309;1;29,25;18;56,25;0;8,9;0;0;1,25;0;0;4,443453;21;174,067529002;141,46865386;1084,32755242;33,716055214;16,113186534;3,8017790916;3,6755420992;2,6066831668;0,4100911826;381,05069932;1,3;0,14;0,69;0,84;0,27;0,00396;0,00046;0,01408;0,0224;0,00186;0,0098
"1520";"03";"Conventional";"Sand";"Stevens";14,1227777777778;589,9;69;32743;1;29,25;18;56,25;0;8,9;0;0;1,25;0;0;4,43733;21;151,694316302;132,331104044;1087,96517178;34,284671762;15,084812278;1,7881054328;3,0500212162;1,4593365986;0,3230764478;406,62793372;1,2;0,14;0,62;1,04;0,26;0,00417;0,00044;0,01162;0,02435;0,002;0,007
"1521";"05";"Conventional";"Sand";"Stevens";14,1227777777778;589,9;69;39360;0,74;42,25;26;71,25;0;8,9;0;0;1,25;0;0;4,308747;15;121,37843506;125,475500254;1157,30713;35,529240422;12,958293658;1,438379982;3,7837553126;1,232780735;0,3230764478;421,47509172;1,2;0,13;0,5;1;0,27;0,00161;0,00038;0,01331;0,01579;0,00166;0,0063
"1522";"A03";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;14868;0,392405063291139;50,748;35,62;79,56;13,13;390,6;63,378;0;1,25;0;0;4,48;11;226,2;232,2;1183,8;111;38,6;2,14;3,364;3,2;0,4;243,35;1,1;0,12;0,56;0,94;0,21;0,00272;0,00034;0,00702;0,02178;0,00203;0,0052
"1523";"A05";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;14188;0,8125;52,716;37,055;80,585;13,335;390,6;65,961;0;1,25;0;0;4,76;11;170,4;126,6;1134,6;92,8;26,8;1,74;2,982;2,6;0,42;200,74;1,1;0,12;0,58;1,04;0,22;0,00306;0,00036;0,00752;0,03571;0,00247;0,0059
