Ferme;Regie;Latitude;Longitude;Municipalite;Champs;Annee_implantation;Annee_labo;Variete;Etat;Rendement_lbs_par_ac;Rendement_plus1_lbs_par_ac;;Foliaire_Azote_%;Foliaire_Phosphore_%;Foliaire_Potassium_%;Foliaire_Magnesium_%;Foliaire_Calcium_%;Foliaire_Bore_ppm;T-Soufre (?);Foliaire_Cuivre_ppm;Foliaire_Zinc_ppm;Foliaire_Manganese_ppm;Foliaire_Fer_ppm;Foliaire_Aluminium_ppm;Foliaire_Sodium_%;T-Molybdene (?);Sol_pH_eau;Sol_pH_tampon;Sol_Phosphore_kg_par_ha);Sol_Potassium_kg_par_ha;Sol_Magnesium_kg_par_ha;Sol_Calcium_kg_par_ha;Sol_Aluminium_ppm;Sol_Matiere_organique_%;Sol_Zinc_ppm;Sol_Cu_ppm;Sol_Bore_ppm;Sol_Manganese_ppm;Sol_Fer_ppm;Sol_Sodium_kg_par_ha;Dose_N_lbs_par_ac;Dose_P2O5_lbs_par_ac;Dose_K2O_lbs_par_ac;Dose_MgO_lbs_par_ac;Dose_SO3_lbs_par_ac;Dose_Ca_lbs_par_ac;Dose_Cl_lbs_par_ac;Dose_Zn_lbs_par_ac;Dose_Cu_lbs_par_ac;Dose_B_lbs_par_ac;Dose_Fe_lbs_par_ac;Dose_Mn_lbs_par_ac;Dose_Mo_lbs_par_ac
Bassin rouge;Biologique;45,5347;72,152;Sainte-SŽraphine;5A;2012;2017;Stevens;P;14615,94639;19060,8934;;1,1;0,12;0,57;0,21;1,22;41,7;;3,5;24,5;778,6;66;80;0,0075;;4,9;6,7;93;26;11,25;75;1518;0,8;0,5;0,78;0,4;3,9;96,31;18;;;;;;;;;;;;;
Bassin rouge;Biologique;45,5347;72,1517;Sainte-SŽraphine;5B;2012;2017;Stevens;P;14615,94639;19060,8934;;1;0,11;0,59;0,21;1,19;40;;3,7;24,3;715;97;82;0,0075;;4,9;6,7;126;38;11,25;105;1445;0,9;0,6;1,02;0,4;3,9;118,31;30;;;;;;;;;;;;;
Bassin rouge;Biologique;45,5346;72,1514;Sainte-SŽraphine;5C;2012;2017;Stevens;P;14615,94639;19060,8934;;1;0,11;0,64;0,2;1,06;38,9;;3,8;22,7;687,1;55,4;76;0,0075;;4,9;6,4;130;38;11,25;133;1122;0,8;0,8;1,18;0,3;3,7;102,08;28;;;;;;;;;;;;;
Bassin rouge;Biologique;;;Sainte-SŽraphine;0A;2016;2018;Crimon Queen;P;2571,008031;45898,79;;1,1;0,15;0,65;0,2;1,14;34,5;;3,1;31,9;879,8;101,5;108;0,0075;;5,2;6,7;48;18;11,25;75;1267;0,7;0,5;0,15;0,3;1,5;77,93;11,25;;;;;;;;;;;;;
Bassin rouge;Biologique;;;Sainte-SŽraphine;0B;2016;2018;Crimon Queen;P;2571,008031;45898,79;;1;0,15;0,72;0,19;1,12;35;;2,6;28,1;42,9;82,3;97;0,0075;;6,4;6,6;16;26;11,25;2019;1475;3,6;2,3;0,43;0,4;1,5;110,78;16;;;;;;;;;;;;;
Bassin rouge;Biologique;45,5404;72,1517;Sainte-SŽraphine;1A;2012;2018;Pilgrim;P;16035,10192;20839,10082;;1;0,12;0,58;0,21;1,24;45,5;;3,3;33,2;716,1;72,1;87;0,0075;;5;7;75;19;11,25;75;836;0,5;0,3;0,36;0,3;1,5;61,83;11,25;;;;;;;;;;;;;
Bassin rouge;Biologique;45,5404;72,1514;Sainte-SŽraphine;1B;2012;2018;Pilgrim;P;16035,10192;20839,10082;;1;0,12;0,61;0,23;1,09;44,4;;3,6;30,4;549,9;76,6;75;0,0075;;5,1;6,8;84;39;11,25;75;858;0,7;0,3;1,32;0,3;2,4;105,36;24;;;;;;;;;;;;;
Bassin rouge;Biologique;45,5403;72,1511;Sainte-SŽraphine;2A;2012;2018;Stevens;P;27607,70596;35396,64435;;1,3;0,11;0,55;0,23;1,22;45,1;;3,8;34,9;878;116;111;0,0075;;5,1;6,9;82;26;11,25;75;988;0,7;0,5;0,95;0,2;1,5;70,09;11,25;;;;;;;;;;;;;
Bassin rouge;Biologique;45,5403;72,1508;Sainte-SŽraphine;2B;2012;2018;Stevens;P;27607,70596;35396,64435;;1,3;0,13;0,56;0,25;1,3;53,1;;3,7;34,7;875,1;106,4;107;0,0075;;5,1;6,6;109;42;11,25;75;1362;1;0,9;1,28;0,3;2;94,24;11,25;;;;;;;;;;;;;
Bassin rouge;Biologique;45,5402;72,1506;Sainte-SŽraphine;2C;2012;2018;Stevens;P;27607,70596;35396,64435;;1,2;0,11;0,51;0,25;1,32;65,8;;3,4;36,5;954,9;112;123;0,0075;;4,9;6,9;64;21;11,25;75;1058;0,6;0,3;0,51;0,2;1,5;74,72;11,25;;;;;;;;;;;;;
Bassin rouge;Biologique;45,5401;72,1502;Sainte-SŽraphine;3A;2013;2018;Demoranville;P;33007,19794;35418,94656;;1,2;0,12;0,5;0,26;1,42;47,1;;3,3;32,5;728,6;69,5;98;0,0075;;4,9;6,8;93;23;11,25;133;1238;0,7;0,5;1,05;0,3;1,5;65,8;11,25;;;;;;;;;;;;;
Bassin rouge;Biologique;45,5401;72,15;Sainte-SŽraphine;3B;2013;2018;Demoranville;P;33007,19794;35418,94656;;1,2;0,12;0,56;0,25;1,33;49,6;;3,5;31,3;652;84,3;111;0,0075;;5,2;7;94;30;11,25;75;696;0,4;0,5;0,87;0,2;1,5;72,51;11,25;;;;;;;;;;;;;
Bassin rouge;Biologique;45,5401;72,1458;Sainte-SŽraphine;3C;2013;2018;Demoranville;P;33007,19794;35418,94656;;1,3;0,12;0,53;0,25;1,32;47,7;;3,6;26,6;562,2;83,1;123;0,0075;;4,9;7,1;62;17;11,25;75;519;0,4;0,3;0,35;0,2;1,5;78,18;11,25;;;;;;;;;;;;;
Bassin rouge;Biologique;45,5351;72,1528;Sainte-SŽraphine;4A;2012;2018;Stevens;P;25162,49131;28984,09957;;1,3;0,11;0,58;0,24;1,27;51,4;;3,6;34,3;828,5;106,4;119;0,0075;;5,1;6,7;110;36;11,25;75;1312;0,7;0,9;1,24;0,4;1,5;93,15;22;;;;;;;;;;;;;
Bassin rouge;Biologique;45,535;72,1527;Sainte-SŽraphine;4B;2012;2018;Stevens;P;25162,49131;28984,09957;;1,2;0,1;0,59;0,24;1,18;46,3;;3,6;30,5;582,4;98,9;98;0,0075;;4,9;6,6;100;38;11,25;75;1406;0,9;0,7;0,8;0,3;1,5;94;11,25;;;;;;;;;;;;;
Bassin rouge;Biologique;45,5349;72,1525;Sainte-SŽraphine;4C;2012;2018;Stevens;P;25162,49131;28984,09957;;1,3;0,1;0,6;0,24;1,16;41,3;;4,2;31,9;606,7;104,6;104;0,0075;;5;6,7;77;25;11,25;75;1315;0,6;0,3;0,62;0,4;1,5;111,66;21;;;;;;;;;;;;;
Bassin rouge;Biologique;45,5347;72,1524;Sainte-SŽraphine;4D;2012;2018;Stevens;P;25162,49131;28984,09957;;1,3;0,11;0,58;0,24;1,14;47,1;;3,7;30,6;543,9;99,7;97;0,0075;;4,8;6,6;83;38;11,25;75;871;1;0,7;0,4;0,3;3,3;127,18;22;;;;;;;;;;;;;
Bassin rouge;Biologique;45,5347;72,152;Sainte-SŽraphine;5A;2012;2018;Stevens;P;19060,8934;29680,67404;;1,2;0,1;0,5;0,26;1,23;42,7;;3,4;32,7;724,7;113,1;96;0,0075;;5;6,7;69;20;11,25;75;1380;0,7;0,3;0,46;0,4;1,5;86,99;23;;;;;;;;;;;;;
Bassin rouge;Biologique;45,5347;72,1517;Sainte-SŽraphine;5B;2012;2018;Stevens;P;19060,8934;29680,67404;;1,1;0,09;0,56;0,23;1,05;40,6;;3,4;28,7;510,2;137,8;109;0,0075;;5,2;6,6;87;34;11,25;75;1349;1;0,6;0,65;0,3;2,3;99,85;16;;;;;;;;;;;;;
Bassin rouge;Biologique;45,5346;72,1514;Sainte-SŽraphine;5C;2012;2018;Stevens;P;19060,8934;29680,67404;;;;;;;;;;;;;;;;5,1;6,8;76;22;11,25;75;1306;0,7;0,3;0,56;0,4;1,5;84,09;29;;;;;;;;;;;;;
Bassin rouge;Biologique;;;Sainte-SŽraphine;0A;2016;2019;Crimon Queen;P;45898,79;28909,14052;;1,3;0,15;0,56;0,22;1,22;32,4;;3,6;24,9;1144,7;87,8;108;0,0075;;5,4;6,3;63;33;11,25;175;1459;0,9;1;0,66;0,5;14,9;93,52;66;79,1616;57,722;115,88;125,146;376,344;103,8996;0;0,65968;9,352;0;0;0;0
Bassin rouge;Biologique;;;Sainte-SŽraphine;0B;2016;2019;Crimon Queen;P;45898,79;28909,14052;;1,3;0,15;0,55;0,22;1,07;33,5;;3,8;24,2;1112,6;73,8;86;0,0075;;5,3;6,1;54;30;11,25;106;1433;1,1;0,6;0,66;0,6;3;100,92;76;77,5392;56,539;112,685;112,677;375,768;101,7702;0;0,64616;8,368;0;0;0;0
Bassin rouge;Biologique;45,5404;72,1517;Sainte-SŽraphine;1A;2012;2019;Pilgrim;P;20839,10082;11689,68089;;1,1;0,15;0,57;0,24;1,25;44;;3,9;37,5;1266,1;101,9;84;0,0075;;5,1;6,7;156;46;15;179;1072;0,5;0,9;1,78;0,4;6;108,11;55;51,462;33,915;109,39;10,29135;309,88485;61,047;0;0,3876;2,0358;0;0;0;0
Bassin rouge;Biologique;45,5404;72,1514;Sainte-SŽraphine;1B;2012;2019;Pilgrim;P;20839,10082;11689,68089;;1;0,11;0,54;0,2;1,08;33;;3,9;28,4;740,9;92,6;63;0,0075;;5,4;6,9;99;37;11,25;117;1075;0,5;0,8;0,82;0,5;13,2;126,98;64;52,0524;34,3455;112,5175;10,63215;316,35315;61,8219;0;0,39252;2,1402;0;0;0;0
Bassin rouge;Biologique;45,5403;72,1511;Sainte-SŽraphine;2A;2012;2019;Stevens;P;35396,64435;23373,47358;;1,2;0,12;0,57;0,25;1,11;39,1;;3,8;30,3;1179,9;78,6;86;0,0075;;5,2;6,6;171;47;11,25;191;1464;1;1;2,49;0,6;20,2;110,95;74;60,3036;40,362;113,409;10,80271;283,14801;72,6516;0;0,46128;1,88268;0;0;0;0
Bassin rouge;Biologique;45,5403;72,1508;Sainte-SŽraphine;2B;2012;2019;Stevens;P;35396,64435;23373,47358;;1,2;0,14;0,52;0,23;1,33;33,7;;3,5;29,2;1199,4;62,3;65;0,0075;;5,2;6,7;150;48;11,25;203;1443;1;0,9;1,47;0,6;9,7;109,97;78;61,5084;41,2405;112,8575;10,5465;304,929;74,2329;0;0,47132;1,74;0;0;0;0
Bassin rouge;Biologique;45,5402;72,1506;Sainte-SŽraphine;2C;2012;2019;Stevens;P;35396,64435;23373,47358;;1,2;0,13;0,62;0,22;1,14;39,7;;4,2;31,1;1095,8;77,1;70;0,0075;;5,1;6,6;48;35;11,25;136;1592;0,9;0,6;1,74;0,6;9,7;94,7;88;61,0476;40,9045;113,6135;10,81504;309,26574;73,6281;0;0,46748;1,85832;0;0;0;0
Bassin rouge;Biologique;45,5401;72,1502;Sainte-SŽraphine;3A;2013;2019;Demoranville;P;35418,94656;23985,70299;;1,1;0,13;0,6;0,21;1,15;39,7;;4,1;28,4;820,6;66,8;61;0,0075;;5,6;6,9;98;36;11,25;153;1211;0,6;0,7;0,84;0,5;11;85,12;78;65,8668;44,4185;117,8775;11,466;300,0375;79,9533;0;0,50764;1,914;0;0;0;0
Bassin rouge;Biologique;45,5401;72,15;Sainte-SŽraphine;3B;2013;2019;Demoranville;P;35418,94656;23985,70299;;1,2;0,15;0,49;0,26;1,43;36,1;;4,1;33,2;1097;84,3;71;0,0075;;5,5;7,2;95;38;11,25;139;892;0,5;0,6;0,99;0,6;3,9;85,48;90;65,622;44,24;116;11,906;299,646;79,632;0;0,5056;2,088;0;0;0;0
Bassin rouge;Biologique;45,5401;72,1458;Sainte-SŽraphine;3C;2013;2019;Demoranville;P;35418,94656;23985,70299;;1,2;0,13;0,52;0,25;1,38;36,5;;3,9;28,3;972,1;74,4;79;0,0075;;5,6;7,1;97;42;11,25;173;692;0,6;0,7;1,97;0,4;3,5;90,43;69;68,0796;46,032;118,271;11,12859;330,96429;82,8576;0;0,52608;1,70172;0;0;0;0
Bassin rouge;Biologique;45,5351;72,1528;Sainte-SŽraphine;4A;2012;2019;Stevens;P;28984,09957;20530,68508;;1,2;0,14;0,55;0,27;1,37;43,3;;3,6;37,1;1434,6;108,4;95;0,0075;;5,3;6,6;71;49;11,25;184;1566;1,1;0,8;1,1;0,5;8,1;90,94;75;58,4268;38,9935;123,6055;10,56997;343,90557;70,1883;0;0,44564;1,86876;0;0;0;0
Bassin rouge;Biologique;45,535;72,1527;Sainte-SŽraphine;4B;2012;2019;Stevens;P;28984,09957;20530,68508;;1,2;0,14;0,58;0,29;1,33;39,9;;4,1;34;1091,3;96,5;99;0,0075;;5;6,6;194;48;11,25;161;1251;1;0,7;1,64;0,5;3,7;129,23;69;52,5804;34,7305;112,2635;10,30544;314,87814;62,5149;0;0,39692;1,99752;0;0;0;0
Bassin rouge;Biologique;45,5349;72,1525;Sainte-SŽraphine;4C;2012;2019;Stevens;P;28984,09957;20530,68508;;1,2;0,11;0,55;0,24;1,15;36,7;;4,4;25,2;671,1;87,2;67;0,01;;5,2;6,4;92;44;11,25;177;1549;1;0,7;1,32;0,5;9;122,85;79;50,574;33,2675;106,0325;10,1523;288,7038;59,8815;0;0,3802;2,0184;0;0;0;0
Bassin rouge;Biologique;45,5347;72,1524;Sainte-SŽraphine;4D;2012;2019;Stevens;P;28984,09957;20530,68508;;1,2;0,11;0,56;0,27;1,32;36,4;;3,9;28,6;906;115,5;91;0,0075;;5,3;6,5;147;58;20;193;1276;1;0,8;1,83;0,5;6,3;178,58;82;50,6412;33,3165;109,0135;10,47584;295,18254;59,9697;0;0,38076;2,13672;0;0;0;0
Bassin rouge;Biologique;45,5347;72,152;Sainte-SŽraphine;5A;2012;2019;Stevens;P;29680,67404;22160,59993;;1,2;0,12;0,58;0,23;1,17;37,3;;3,8;29,5;904,3;72,7;64;0,0075;;5,1;6,3;112;60;21;228;1542;1,7;0,8;2,06;0,6;6,1;105,11;91;60,1596;40,257;114,666;11,51389;317,91159;72,4626;0;0,46008;2,15412;0;0;0;0
Bassin rouge;Biologique;45,5347;72,1517;Sainte-SŽraphine;5B;2012;2019;Stevens;P;29680,67404;22160,59993;;1,2;0,12;0,57;0,26;1,22;36,2;;3,6;29,2;929,1;78,7;75;0,0075;;5,1;6,5;100;46;11,25;157;1551;1,1;0,5;1,63;0,6;4,3;95,86;89;58,9644;39,3855;113,1115;10,66321;302,19201;70,8939;0;0,45012;1,88268;0;0;0;0
Bassin rouge;Biologique;45,5346;72,1514;Sainte-SŽraphine;5C;2012;2019;Stevens;P;29680,67404;22160,59993;;1,1;0,11;0,57;0,24;1,23;33,1;;3,8;27,8;751;82,5;62;0,0075;;5,1;6,6;110;43;11,25;142;1427;0,9;0,7;1,84;0,6;5,1;109,01;83;60,798;40,7225;114,9515;11,45936;287,92566;73,3005;0;0,4654;2,10888;0;0;0;0
Bassin rouge;Biologique;;;Sainte-SŽraphine;0A;2016;2020;Crimon Queen;P;28909,14052;;;1;0,13;0,62;0,21;1,23;33,3;;3,6;22,2;1490;88,8;120;0,0075;;5,1;6,3;94;47;11,25;159;1652;1;0,9;1,51;0,4;4,7;158,94;38;77,214;52,6925;161,3375;7,5275;403,182;94,8465;0;0,6022;0;0;0;0;0
Bassin rouge;Biologique;;;Sainte-SŽraphine;0B;2016;2020;Crimon Queen;P;28909,14052;;;1;0,14;0,63;0,2;1,26;36;;3,3;23;1538,9;77,8;108;0,0075;;5,1;6,7;60;37;11,25;109;1598;0,8;0,6;2,21;0,7;3,8;157,87;56;77,19;52,675;140,675;7,525;395,658;94,815;0;0,602;0;0;0;0;0
Bassin rouge;Biologique;45,5404;72,1517;Sainte-SŽraphine;1A;2012;2020;Pilgrim;P;11689,68089;;;1;0,13;0,7;0,23;1,12;39,5;;4,2;26,9;1233,8;62,5;59;0,0075;;5,1;6,7;162;62;20;201;1260;0,9;1;2,16;0,6;9,6;166,56;50;61,9452;41,559;138,085;5,937;396,684;74,8062;0;0,47496;0;0;0;0;0
Bassin rouge;Biologique;45,5404;72,1514;Sainte-SŽraphine;1B;2012;2020;Pilgrim;P;11689,68089;;;1;0,12;0,6;0,22;1,21;40,2;;4,1;26,6;1089,1;74,8;76;0,0075;;5,1;6,6;190;73;28;237;1099;1;1,5;2,93;0,7;8;206,27;87;62,478;41,9475;135,2625;5,9925;390,528;75,5055;0;0,4794;0;0;0;0;0
Bassin rouge;Biologique;45,5403;72,1511;Sainte-SŽraphine;2A;2012;2020;Stevens;P;23373,47358;;;1;0,11;0,58;0,23;1,3;42,7;;5,5;30,8;1409,7;120,8;112;0,01;;5;6,5;146;61;24;225;1605;1;1,2;2,24;0,6;5,2;126,26;53;60,4332;40,4565;136,7475;5,7795;402,066;72,8217;0;0,46236;0;0;0;0;0
Bassin rouge;Biologique;45,5403;72,1508;Sainte-SŽraphine;2B;2012;2020;Stevens;P;23373,47358;;;1,1;0,12;0,6;0,23;1,28;43,4;;4,8;32,2;1447;109,2;95;0,01;;5,1;6,3;107;47;17;152;1563;1,1;1,1;1,12;0,6;3,9;111,26;64;57,9612;38,654;133,61;5,522;382,5;69,5772;0;0,44176;0;0;0;0;0
Bassin rouge;Biologique;45,5402;72,1506;Sainte-SŽraphine;2C;2012;2020;Stevens;P;23373,47358;;;1,2;0,12;0,6;0,24;1,36;51,2;;5,1;34,4;1750,2;97,6;102;0,0075;;5,1;6,4;109;53;22;184;1599;1,1;1,1;2,34;0,7;5,4;139,94;67;61,7004;41,3805;129,5575;5,9115;377,01;74,4849;0;0,47292;0;0;0;0;0
Bassin rouge;Biologique;45,5401;72,1502;Sainte-SŽraphine;3A;2013;2020;Demoranville;P;23985,70299;;;1,1;0,13;0,57;0,24;1,66;46,5;;4,7;32;1458,4;59,4;78;0,0075;;5,4;6,8;111;51;19;170;1321;0,8;1;1,49;0,8;4,9;112,33;84;68,8188;46,571;137,215;6,653;384,192;83,8278;0;0,53224;0;0;0;0;0
Bassin rouge;Biologique;45,5401;72,15;Sainte-SŽraphine;3B;2013;2020;Demoranville;P;23985,70299;;;1;0,12;0,59;0,21;1,24;43,5;;4,6;31,1;1040,1;61,5;70;0,0075;;5,4;6,8;145;59;24;227;755;0,7;1;1,39;0,8;4,8;128,1;105;68,7132;46,494;139,41;6,642;396,432;83,6892;0;0,53136;0;0;0;0;0
Bassin rouge;Biologique;45,5401;72,1458;Sainte-SŽraphine;3C;2013;2020;Demoranville;P;23985,70299;;;1,1;0,13;0,53;0,25;1,66;43,5;;5,3;30,7;1254,4;62,9;79;0,01;;5,5;6,8;100;50;21;190;731;0,5;0,9;1,42;0,7;3,4;128,79;84;68,862;46,6025;137,0875;6,6575;399,348;83,8845;0;0,5326;0;0;0;0;0
Bassin rouge;Biologique;45,5351;72,1528;Sainte-SŽraphine;4A;2012;2020;Stevens;P;20530,68508;;;1,1;0,12;0,6;0,22;1,27;42,2;;5;30,6;994;103,5;102;0,03;;5,2;6,2;137;68;24;230;1443;1,4;1,4;1,93;0,7;6;168,58;71;60,5196;40,5195;138,6425;5,7885;304,092;72,9351;0;0,46308;0;0;0;0;0
Bassin rouge;Biologique;45,535;72,1527;Sainte-SŽraphine;4B;2012;2020;Stevens;P;20530,68508;;;1,1;0,12;0,66;0,22;1,25;37,8;;5,7;31,6;1032,6;78,7;75;0,01;;5;6,4;133;72;25;229;1436;1,3;1,2;1,81;0,6;6,6;191,68;80;56,7516;37,772;134,23;5,396;295,29;67,9896;0;0,43168;0;0;0;0;0
Bassin rouge;Biologique;45,5349;72,1525;Sainte-SŽraphine;4C;2012;2020;Stevens;P;20530,68508;;;1,1;0,12;0,58;0,26;1,34;41,8;;6,4;31,9;1365;80;84;0,0075;;5;6,2;152;79;28;274;1394;1,3;1,4;2,06;0,4;9;216,61;52;55,206;36,645;126,575;5,235;297,054;65,961;0;0,4188;0;0;0;0;0
Bassin rouge;Biologique;45,5347;72,1524;Sainte-SŽraphine;4D;2012;2020;Stevens;P;20530,68508;;;1,1;0,11;0,58;0,23;1,3;42,2;;5,8;30,3;1061,1;120,8;88;0,01;;5;6,3;150;68;25;229;1190;1,2;1,2;2,45;0,5;6,1;237,31;69;56,598;37,66;129,5;5,38;308,016;67,788;0;0,4304;0;0;0;0;0
Bassin rouge;Biologique;45,5347;72,152;Sainte-SŽraphine;5A;2012;2020;Stevens;P;22160,59993;;;1,1;0,11;0,64;0,2;1,1;35,5;;5,7;27,3;848,7;89,4;80;0,02;;5,1;6,3;100;58;21;177;1599;1,1;0,8;2,56;0,6;5,2;139,65;59;61,5996;41,307;133,255;5,901;301,32;74,3526;0;0,47208;0;0;0;0;0
Bassin rouge;Biologique;45,5347;72,1517;Sainte-SŽraphine;5B;2012;2020;Stevens;P;22160,59993;;;1,1;0,11;0,56;0,22;1,17;37,1;;4,3;27,1;1044,8;75,6;125;0,01;;5;6,7;117;65;21;197;1400;1,2;1,3;1,86;0,5;6,1;157,46;81;62,5212;41,979;134,785;5,997;301,428;75,5622;0;0,47976;0;0;0;0;0
Bassin rouge;Biologique;45,5346;72,1514;Sainte-SŽraphine;5C;2012;2020;Stevens;P;22160,59993;;;1,1;0,12;0,53;0,23;1,26;37,5;;4;28,5;1121;83,5;78;0,02;;5;6,5;129;62;21;179;1322;1;1,1;1,74;0,6;6,1;158,21;79;61,8876;41,517;132,355;5,931;294,552;74,7306;0;0,47448;0;0;0;0;0
Bassin rouge;Biologique;;;Sainte-SŽraphine;6A;2020;2020;Mullica Queen;P;;;;2;0,2;0,87;0,16;0,63;24,2;;6,5;27,8;267,6;102,3;73;0,02;;;;;;;;;;;;;;;;211,4976;154,217;110,155;22,031;263,43;277,5906;0;1,76248;0;0;0;0;0
Bassin rouge;Biologique;;;Sainte-SŽraphine;6B;2020;2020;Mullica Queen;P;;;;1,8;0,16;0,85;0,16;0,64;21,5;;5,9;21,4;196,8;83,8;60;0,02;;;;;;;;;;;;;;;;208,392;151,9525;108,5375;21,7075;268,02;273,5145;0;1,7366;0;0;0;0;0
Bassin rouge;Biologique;;;Sainte-SŽraphine;6C;2020;2020;Mullica Queen;P;;;;1,8;0,18;0,9;0,16;0,65;24,8;;5,9;21,9;199,6;103,3;67;0,02;;;;;;;;;;;;;;;;211,176;153,9825;109,9875;21,9975;250,47;277,1685;0;1,7598;0;0;0;0;0
Atocas Blandford;T;46,142;72,0155;Saint-Louis de Blandford ;A01;1999;2015;Stevens;P;20302,94188;28685,30255;;1,2;0,12;0,52;0,26;1,3;27,3;;3,2;30,1;174,9;62,9;;;;3,8;5,8;106;69;69;183;534;29,4;1,6;0,9;0,075;1,5;208,85;;;;;;;;;;;;;;
Atocas Blandford;T;46,1421;72,0157;Saint-Louis de Blandford ;A02;1999;2015;Stevens;P;24640,91412;25917,00912;;1,1;0,12;0,58;0,25;1,28;25,7;;3,4;30,4;204,7;76;;;;4;6;152;82;64;173;595;24,8;1,9;1,9;0,075;1,5;209,17;;;;;;;;;;;;;;
Atocas Blandford;T;46,1421;72,02;Saint-Louis de Blandford ;A03;1999;2015;Stevens;P;20748,01109;31791,01536;;1,2;0,12;0,52;0,26;1,17;27,9;;3;28,2;203,7;65,9;;;;4;5,8;164;63;34;119;1059;13,9;1,2;1,42;0,075;1,5;230,28;;;;;;;;;;;;;;
Atocas Blandford;T;46,1421;72,0202;Saint-Louis de Blandford ;A04;2001;2015;Stevens;P;21041,43139;19595,92218;;1,1;0,13;0,52;0,24;1,24;32,8;;4,1;25,1;236,2;63,2;;;;4,5;6;351;79;25;117;1358;2,1;1,4;2,65;0,075;1,5;205,6;;;;;;;;;;;;;;
Atocas Blandford;T;46,1421;72,0204;Saint-Louis de Blandford ;A05;2001;2015;Stevens;P;28270,31991;26088,33673;;1,2;0,12;0,54;0,25;1,32;43;;3,1;25,3;236,3;88,2;;;;4,2;6,3;341;74;23;104;1399;1,3;1,2;2,17;0,075;1,5;200,86;;;;;;;;;;;;;;
Atocas Blandford;T;46,1421;72,0207;Saint-Louis de Blandford ;A06;2004;2015;Stevens;P;25443,898;28918,00558;;1,2;0,13;0,55;0,24;1,19;43,1;;4,1;25,3;282;79;;;;4,3;6,2;154;32;11,25;75;1578;1,1;0,3;1,07;0,075;1,5;187,6;;;;;;;;;;;;;;
Atocas Blandford;T;46,1422;72,0215;Saint-Louis de Blandford ;A10;2004;2015;Stevens;P;34381,01561;17962,05603;;1,2;0,12;0,49;0,23;1,26;33,1;;3,8;29,4;321,4;74,5;;;;4,4;6,1;140;47;11,25;75;1689;1,7;0,6;1,38;0,075;1,5;237,27;;;;;;;;;;;;;;
Atocas Blandford;T;46,141;72,0155;Saint-Louis de Blandford ;B01;2000;2015;Stevens;P;26844,75044;26071,65192;;1,1;0,1;0,5;0,22;1,14;25,8;;4;22,5;181,3;62,1;;;;3,9;5,9;152;68;53;171;628;17,4;1,4;1,16;0,075;1,5;249,47;;;;;;;;;;;;;;
Atocas Blandford;T;46,1409;72,0157;Saint-Louis de Blandford ;B02;2000;2015;Ben Lear;P;44439,5798;35213,35556;;1;0,09;0,5;0,2;1,23;27,7;;2,6;20,8;195,5;72,9;;;;3,7;6;177;81;51;152;769;16,6;1,7;1,18;0,075;1,5;222,09;;;;;;;;;;;;;;
Atocas Blandford;T;46,1409;72,02;Saint-Louis de Blandford ;B03;2000;2015;Ben Lear;P;26398,7632;29940,43288;;1,1;0,09;0,52;0,19;1,25;29,6;;2,1;19,7;205,6;67,5;;;;4;5,9;193;72;45;124;873;10,6;1,6;1,44;0,075;1,5;287,42;;;;;;;;;;;;;;
Atocas Blandford;T;46,1409;72,0202;Saint-Louis de Blandford ;B04;2000;2015;Stevens;P;22401,36768;27866,28096;;1,1;0,08;0,46;0,22;1,18;27,1;;4,2;29,6;171,1;57,2;;;;3,9;5,5;179;61;38;175;937;14;1,8;2,5;0,4;1,5;218,54;;;;;;;;;;;;;;
Atocas Blandford;T;46,1409;72,0204;Saint-Louis de Blandford ;B05;2001;2015;Stevens;P;24280,41968;25722,63228;;1,1;0,1;0,46;0,28;1,24;38,7;;2,8;32,7;324,3;72,7;;;;4,1;5,1;216;64;45;246;996;19,5;3;1,57;0,4;1,5;196,53;;;;;;;;;;;;;;
Atocas Blandford;T;46,1401;72,0155;Saint-Louis de Blandford ;C01;2003;2015;Stevens;P;12756,34941;41890,9612;;1,2;0,1;0,49;0,24;1,31;33,3;;3,3;31;170,7;62,7;;;;3,9;5,4;76;64;45;180;758;35,8;1;2,05;0,6;1,5;109,87;;;;;;;;;;;;;;
Atocas Blandford;T;46,1401;72,0157;Saint-Louis de Blandford ;C02;2003;2015;Stevens;P;25279,79112;22398,63042;;1,3;0,13;0,5;0,28;1,3;31,8;;4,2;30,5;303,7;86,9;;;;4,2;4,9;106;103;87;318;906;27,6;2;0,67;2,3;1,5;162,19;;;;;;;;;;;;;;
Atocas Blandford;T;46,1401;72,0159;Saint-Louis de Blandford ;C03;2002;2015;Stevens;P;14579,00729;34293,29488;;1,1;0,1;0,46;0,23;1,28;23,7;;2,9;29,8;144,4;54,2;;;;4,2;4,7;118;90;67;245;846;32,8;1,8;0,32;0,9;1,5;146,45;;;;;;;;;;;;;;
Atocas Blandford;T;46,1401;72,0202;Saint-Louis de Blandford ;C04;2002;2015;Stevens;P;27446,45312;33553,13102;;1,2;0,1;0,44;0,25;1,31;23,1;;3,3;34,6;140,6;52,6;;;;4,1;4,7;122;94;71;236;675;22,5;2,1;0,73;0,7;1,5;183,41;;;;;;;;;;;;;;
