ID;Block_no;Treatment_no;Farm;Research_Organization;Production_type;Champs;Region;Municipality;Annee;Lat;Long;Variete;Cultivar_purity_perc;Year_of_stand_establishment;Nutrient_tested;Regie;Fertilizer_formula;Fertilizer_21-0-0;Fertilizer_8-0-0;Fertilizer_6-1-1;Fertilizer_24-5-11;Fertilizer_14-14-14;Fertilizer_13-13-13;Fertilizer_11-52-0;Fertilizer_11-38-0;Fertilizer_10-10-20;Fertilizer_5-10-30;Fertilizer_4,9-2,7-3,5;Fertilizer_2-6-42;Fertilizer_0-46-0;Fertilizer_0-13-0;Fertilizer_0-0-62;Fertilizer_0-0-56;Fertilizer_0-0-50;Fertilizer_0-0-22-11;Fertilizer_0-0-0-21;Fertilizer_0-0-0-25;Fertilizer_0-0-0-90;Fertilizer-name_N;Fertilizer-name_P;Fertilizer-name_K;Fertilizer-name_Mg;Fertilizer-name_Ca;Fertilizer-name_Cu;Fertilizer-name_B;S_Fert;N_Fert;P_Fert;K_Fert;Mg_Fert;Cu_Fert;B_Fert;Zn_Fert;S_elementaire_Fert;S_SCU_Fert;S_Fert;Ca_Fert;Fertilizer_date_application1_S;Fertilizer_date_application2_S;Fertilizer_date_application3_S;Fertilizer_date_application4_Elements_mineurs_S;Fertilizer_date_application1_N;Fertilizer_date_application2_N;Fertilizer_date_application1_NPK;Fertilizer_date_application2_NPK;Fertilizer_date_application3_NPK;Fertilizer_date_application4_NPK;Fertilizer_date_application5_NPK;Fertilizer_date_application6_NPK;Fertilizer_date_application7_NPK;Fertilizer_date_application8_NPK;Fertilizer_date_application1_K;Fertilizer_date_application2_K;Fertilizer_date_application3_K;Fertilizer_date_application4_K;Method_CSN_drying_T_celcius_leaf_fruit;Method_CSN_leaf_fruit;Method_extraction_leaf_fruit;Method_quantification_leaf_fruit;Method_CSN.drying_T_celcius_soil;Method_CNS_grinding_0.02mm;Method_C_soil;Method_N_soil;Method_quantification_Nutrients_Mehlich3_soil;Methode_quantification_Oxalate_soil;Leaf_Date_collection_stage1;Leaf_C_stage1_g_kg;Leaf_S_stage1_g_kg;Leaf_N_stage1_g_kg;Leaf_P_stage1_g_kg;Leaf_K_stage1_g_kg;Leaf_Ca_stage1_g_kg;Leaf1_Mg_stage_g_kg;Leaf_B_stage1_g_kg;Leaf_Cu_stage1_g_kg;Leaf_Zn_stage1_g_kg;Leaf_Mn_stage1_g_kg;Leaf_Fe_stage1_g_kg;Leaf_Al_stage1_g_kg;Leaf_Si_stage1_g_kg;Leaf_date_harvest_stage2;Leaf_C_CNS_stage2_g_kg;Leaf_S_CNS_stage2_g_kg;Leaf_S_stage2_g_kg_ICP;Leaf_N_stage2_g_kg;Leaf_P_stage2_g_kg;Leaf_K_stage2_g_kg;Leaf_Mg_stage2_g_kg;Leaf_Ca_stage2_g_kg;Leaf_B_stage2_g_kg;Leaf_Cu_stage2_g_kg;Leaf_Zn_stage2_g_kg;Leaf_Mn_stage2_g_kg;Leaf_Fe_stage2_g_kg;Leaf_Al_stage2_g_kg;Leaf_Na_stage2_g_kg;Leaf_Si_stage2_g_kg;Flower_date_harvest;Flower_Nb_upright_collection;Flower_Nb_Flower_collection;Fruit_date_harvest;Fruit_C_g_kg;Fruit_S_g_kg;Fruit_S_g_kg_ICP;Fruit_N_g_kg;Fruit_P_g_kg;Fruit_K_g_kg;Fruit_Ca_g_kg;Fruit_Mg_g_kg;Fruit_B_g_kg;Fruit_Cu_g_kg;Fruit_Zn_g_kg;Fruit_Mn_g_kg;Fruit_Fe_g_kg;Fruit_Al_g_kg;Fruit_Si_g_kg;Fruit_Tacy_labo_mg_Anth_100g;Fruit_Tacy_image_mg_Anth_100g_515nm;Fruit_Brix_degreeBrix;Fruit_Firmness_N_mm;Fruit_weight_g;Fruit_yield_Mg_ha;Yield class;Fruit_moisture_berry_perc;Date_harvest_Fruit_upright;Fruiting_upright_Nb_m2;Nb_Fruit_m2;Soil_sampling_date;Soil_pH_CaCl2_spring;Soil_pH_water_spring;PH_buffer_spring;Soil_organic_carbon_method;Soil_organic_carbon_OM_mg_kg;Soil_organic_carbon_totC_mg_kg;Soil_S_spring_mg_kg;Soil_N_spring_mg_kg;Soil_Ca_Mehlich3_spring_mg_kg;Soil_Mg_Mehlich3_spring_mg_kg;Soil_K_Mehlich3_spring_mg_kg;Soil_B_Mehlich3_spring_mg_kg;Soil_Cu_Mehlich3_spring_mg_kg;Soil_Zn_Mehlich3_spring_mg_kg;Soil_Fe_Mehlich3_spring_mg_kg;Soil_Mn_Mehlich3_spring_mg_kg;Soil_Al_Mehlich3_spring_mg_kg;Soil_P_Mehlich3_spring_mg_kg;Soil_S_Mehlich3_spring_mg_kg;Soil_Si_Mehlich3_spring_mg_kg;Soil_Na_Mehlich3_spring_mg_kg;Soil_Ca_OX_spring_mg_kg;Soil_Mg_OX_spring_mg_kg;Soil_Fe_OX_spring_mg_kg;Soil_Mn_OX_spring_mg_kg;Soil_Al_OX_spring_mg_kg;Soil_P_OX_spring_mg_kg;Soil_Si_OX_spring_mg_kg;Soil_P_OX_spring_mmol_kg;Soil_Fe_OX_spring_mmol_kg;Soil_Al_OX_spring_mmol_kg;Soil_Date_harvest_autumn;Soil_pH_CaCl2_autumn;Soil_pH_buffer_autumn;Soil_C_autumn_perc;Soil_S_autumn_perc;Soil_N_autumn_perc;Soil_Ca_Mehlich3_autumn_mg_kg;Soil_Mg_Mehlich3_autumn_mg_kg;Soil_K_Mehlich3_autumn_mg_kg;Soil_B_Mehlich3_autumn_mg_kg;Soil_Cu_Mehlich3_autumn_mg_kg;Soil_Zn_Mehlich3_autumn_mg_kg;Soil_Fe_Mehlich3_autumn_mg_kg;Soil_Mn_Mehlich3_autumn_mg_kg;Soil_Al_Mehlich3_autumn_mg_kg;Soil_P_Mehlich3_autumn_mg_kg;Soil_S_Mehlich3_autumn_mg_kg;Soil_Na_Mehlich3_autumn_mg_kg;Soil_bulk density_0_10cm_g_cm3;Soil_bulk density_10_20cm_g_cm3;Soil_bulk density_20_30cm_g_cm3;Soil_texture;Soil_Sand_tot_perc;Soil_clay_tot_perc;Soil_sand_very coarse_1mm_perc;Soil_sand_coarse_0.5mm_perc;Soil_sand_medium_0.25mm_perc;Soil_sand_fine_0.1mm_perc;Soil_sand.very_fine_0.05mm_perc;Soil_series;Precipitations_total_May_mm;Precipitations_total_June_mm;Precipitations_total_July_mm;Precipitations_total_August_mm;Precipitations_total_September_mm;Precipitations_total_October_mm;Temperature_mean_air_May_celcius;Temperature_mean_air_June_celcius;Temperature_mean_air_July_celcius;Temperature_mean_air_August_celcius;Temperature_mean_air_September_celcius;Temperature_mean_air_October_celcius;NDVI;Comments
2014_011;1;P0;Atocas Blanford;Universite Laval;Organic;A9;Centre_du_Quebec;St_Louis_Blanford;2014;46,237854;-72,03705;Stevens;100;2004;P;Conv;;P;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;P;A;P;P;A;Ammonium sulfate;;Potassium sulfate;Epsom salt;;Copper sulfate;Soilubor;;45;0;80;12;2;1;;0;0;31,0468;;;;;2014-06-17;;;2014-06-26;2014-07-02;2014-07-08;2014-07-16;;;;;;;;;65;Ancien CSN Leco;AcideNitrique_Perchlorique;ICP_Foresterie;105;A;Ancien CSN Leco;Ancien CSN Leco;ICP_Foresterie;ICP_Foresterie;15-06-2014;512,62;0,352;6,8184;0,752;6,012;6,655;1,365;0,019;0,022;0,112;0,222;0,336;0,283;;09-09-2014;522,24;0,7738;;10,43;0,853;4,334;2,145;8,376;0,0482;0,002;0,016;0,238;0,115;0,164;;;2014-07-06;91;338;2014-10-01;453,82;0;;2,2422;0,611;6,875;0,595;0,488;;0,00227;0,064412;0,008721;0,076444;0,002;;55,88293;;;;1,5;61;High yield;87,77;2014-08-16;75;171;2014-06-15;4,11;;;Ct;;8970,9;493;228,6;12,68391823;2,567916133;7,065211286;;1,550364312;0,288043232;276,5792565;0,280080445;1496,797085;97,21128692;;;;27,77969866;12,12002309;2,084858417;1027,883217;2327,535766;137,6453405;366,7555281;;;;;;;;;;;;;;;;;;;;;;0,888408802;1,417911374;1,376441812;Sable;93,24490052;3,304420308;1,274900398;7,450199203;41,55378486;36,41434263;4,820717131;Saint-Judes;48,2;105,6;86;133,4;56;105,2;11,4;17,2;19,9;17,8;13,2;8,8;;
2014_012;2;P0;Atocas Blanford;Universite Laval;Organic;A9;Centre_du_Quebec;St_Louis_Blanford;2014;46,237854;-72,03705;Stevens;100;2004;P;Conv;;P;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;P;A;P;P;A;Ammonium sulfate;;Potassium sulfate;Epsom salt;;Copper sulfate;Soilubor;;45;0;80;12;2;1;;0;0;31,0468;;;;;2014-06-17;;;2014-06-26;2014-07-02;2014-07-08;2014-07-16;;;;;;;;;65;Ancien CSN Leco;AcideNitrique_Perchlorique;ICP_Foresterie;105;A;Ancien CSN Leco;Ancien CSN Leco;ICP_Foresterie;ICP_Foresterie;15-06-2014;512,27;0,2158;7,0299;0,772;5,1;7,227;1,361;0,0196;0,022;0,127;0,175;0,231;0,198;;09-09-2014;515,68;0,8562;;10,672;0,887;4,365;2,12;8,468;0,0495;0,002;0,015;0,187;0,095;0,138;;;2014-07-06;148;537;2014-10-01;444,27;0,1408;;3,5162;0,81;7,022;0,557;0,542;;0,002806;0,061401;0,006884;0,014711;0;;33,71496;;;;1,47;50,41;High yield;87,77;2014-08-16;177;439;2014-06-15;4,2;;;Ct;;8672,5;671;382,5;9,522513349;2,515862756;8,517160344;;0,514222809;0,228747978;175,0693369;0,303824527;1727,155617;52,56657039;;;;30,42492263;11,57647923;1,944478903;1259,640989;3253,883469;59,52115911;813,9084198;;;;;;;;;;;;;;;;;;;;;;0,888408802;1,417911374;1,376441812;Sable;92,31774938;3,948667325;1,322803554;6,752221125;40,73050346;38,67719645;4,076999013;Saint-Judes;48,2;105,6;86;133,4;56;105,2;11,4;17,2;19,9;17,8;13,2;8,8;;
2014_013;1;P15;Atocas Blanford;Universite Laval;Organic;A9;Centre_du_Quebec;St_Louis_Blanford;2014;46,237854;-72,03705;Stevens;100;2004;P;Conv;0-46-0;P;A;A;A;A;A;A;A;A;A;A;A;P;A;A;A;P;P;P;P;A;Ammonium sulfate;Phosphate Trisodique Poudre;Potassium sulfate;Sul_Po_Mag;;Copper sulfate;Soilubor;;45;15;80;12;2;1;;0;0;31,0468;;;;;2014-06-17;;;2014-06-26;2014-07-02;2014-07-08;2014-07-16;;;;;;;;;65;Ancien CSN Leco;AcideNitrique_Perchlorique;ICP_Foresterie;105;A;Ancien CSN Leco;Ancien CSN Leco;ICP_Foresterie;ICP_Foresterie;15-06-2014;512,44;0,4851;7,4922;0,684;4,978;7,391;1,322;0,0176;0,018;0,09;0,188;0,258;0,232;;09-09-2014;520,24;1,1898;;11,286;0,867;4,718;1,921;7,906;0,0703;0,002;0,011;0,181;0,278;0,381;;;2014-07-06;95;341;2014-10-01;455,21;0;;2,3811;0,642;6,933;0,537;0,48;;0,001734;0,050736;0,005481;0,029103;0,007;;43,65888;;;;1,51;61,14;High yield;87,77;2014-08-16;107;264;2014-06-15;4,09;;;Ct;;9307,8;168;314,4;13,73133607;2,402492477;7,584621758;;1,327202033;0,27119247;176,8046038;0,282316577;1331,445681;66,79084074;;;;25,8810822;12,13997815;1,680283548;686,5517172;1896,908957;71,14736859;294,2211485;;;;;;;;;;;;;;;;;;;;;;0,888408802;1,417911374;1,376441812;Sable;93,24490052;3,304420308;1,274900398;7,450199203;41,55378486;36,41434263;4,820717131;Saint-Judes;48,2;105,6;86;133,4;56;105,2;11,4;17,2;19,9;17,8;13,2;8,8;;
2014_014;2;P15;Atocas Blanford;Universite Laval;Organic;A9;Centre_du_Quebec;St_Louis_Blanford;2014;46,237854;-72,03705;Stevens;100;2004;P;Conv;0-46-0;P;A;A;A;A;A;A;A;A;A;A;A;P;A;A;A;P;P;P;P;A;Ammonium sulfate;Phosphate Trisodique Poudre;Potassium sulfate;Sul_Po_Mag;;Copper sulfate;Soilubor;;45;15;80;12;2;1;;0;0;31,0468;;;;;2014-06-17;;;2014-06-26;2014-07-02;2014-07-08;2014-07-16;;;;;;;;;65;Ancien CSN Leco;AcideNitrique_Perchlorique;ICP_Foresterie;105;A;Ancien CSN Leco;Ancien CSN Leco;ICP_Foresterie;ICP_Foresterie;15-06-2014;497,17;0,6012;7,1471;0,733;5,511;6,643;1,369;0,0205;0,024;0,172;0,218;0,18;0,16;;09-09-2014;511,78;0,9406;;10,74;0,913;4,268;2,188;8,445;0,0555;0,003;0,013;0,182;0,104;0,141;;;2014-07-06;152;617;2014-10-01;457,55;0;;1,7242;0,653;6,271;0,514;0,454;;0,001646;0,058491;0,005028;0,016435;0,021;;54,69237;;;;1,57;43,48;High yield;87,77;2014-08-16;110;226;2014-06-15;4,09;;;Ct;;9537,8;628;460,2;11,04218572;3,513546553;11,44083876;;1,58387711;0,317202506;239,4373642;0,350660506;1586,329576;78,59218161;;;;25,58803951;13,21385743;1,852669169;1175,062137;2457,659864;89,75684894;516,1801003;;;;;;;;;;;;;;;;;;;;;;0,888408802;1,417911374;1,376441812;Sable;92,31774938;3,948667325;1,322803554;6,752221125;40,73050346;38,67719645;4,076999013;Saint-Judes;48,2;105,6;86;133,4;56;105,2;11,4;17,2;19,9;17,8;13,2;8,8;;
2014_015;1;P30;Atocas Blanford;Universite Laval;Organic;A9;Centre_du_Quebec;St_Louis_Blanford;2014;46,237854;-72,03705;Stevens;100;2004;P;Conv;0-46-0;P;A;A;A;A;A;A;A;A;A;A;A;P;A;A;A;P;P;P;P;A;Ammonium sulfate;Phosphate Trisodique Poudre;Potassium sulfate;Sul_Po_Mag;;Copper sulfate;Soilubor;;45;30;80;12;2;1;;0;0;31,0468;;;;;2014-06-17;;;2014-06-26;2014-07-02;2014-07-08;2014-07-16;;;;;;;;;65;Ancien CSN Leco;AcideNitrique_Perchlorique;ICP_Foresterie;105;A;Ancien CSN Leco;Ancien CSN Leco;ICP_Foresterie;ICP_Foresterie;15-06-2014;504,34;0,4863;7,1468;0,715;5,268;7,427;1,483;0,018;0,023;0,156;0,207;0,249;0,226;;09-09-2014;517,62;0,9748;;11,303;0,971;4,536;2,235;8,793;0,0575;0,002;0,013;0,21;0,116;0,157;;;2014-07-06;73;247;2014-10-01;459,49;0;;3,6102;0,663;6,928;0,546;0,485;;0,001553;0,051469;0,006068;0,07143;0;;79,01597;;;;1,57;63,74;High yield;87,77;2014-08-16;105;229;2014-06-15;4,11;;;Ct;;8577,7;524;330,7;12,85928438;4,927210506;7,623956404;;1,046581349;0,380361687;250,7733406;0,295453058;1531,114037;76,63587918;;;;27,85227258;13,8004553;2,327025963;1285,345028;2340,419589;118,9857018;515,3268606;;;;;;;;;;;;;;;;;;;;;;0,888408802;1,417911374;1,376441812;Sable;93,24490052;3,304420308;1,274900398;7,450199203;41,55378486;36,41434263;4,820717131;Saint-Judes;48,2;105,6;86;133,4;56;105,2;11,4;17,2;19,9;17,8;13,2;8,8;;
2014_016;2;P30;Atocas Blanford;Universite Laval;Organic;A9;Centre_du_Quebec;St_Louis_Blanford;2014;46,237854;-72,03705;Stevens;100;2004;P;Conv;0-46-0;P;A;A;A;A;A;A;A;A;A;A;A;P;A;A;A;P;P;P;P;A;Ammonium sulfate;Phosphate Trisodique Poudre;Potassium sulfate;Sul_Po_Mag;;Copper sulfate;Soilubor;;45;30;80;12;2;1;;0;0;31,0468;;;;;2014-06-17;;;2014-06-26;2014-07-02;2014-07-08;2014-07-16;;;;;;;;;65;Ancien CSN Leco;AcideNitrique_Perchlorique;ICP_Foresterie;105;A;Ancien CSN Leco;Ancien CSN Leco;ICP_Foresterie;ICP_Foresterie;15-06-2014;506,93;0,4447;7,6181;0,725;5,745;7,888;1,416;0,0232;0,023;0,167;0,207;0,215;0,203;;09-09-2014;511,43;1,0252;;11,13;0,939;4,174;2,117;8,269;0,0473;0,002;0,012;0,176;0,085;0,133;;;2014-07-06;105;422;2014-10-01;459,97;0;;2,0357;0,757;6,987;0,63;0,518;;0,002213;0,059049;0,006484;0,072042;0,005;;48,19041;;;;1,44;36,15;Low yield;87,77;2014-08-16;108;258;2014-06-15;4,12;;;Ct;;9793,7;592;319,4;9,565883051;3,573217171;9,468522569;;0,615651819;0,269849683;201,453732;0,316354947;1513,211886;78,38490814;;;;30,92411618;13,57772411;2,039144316;1028,512535;2303,180883;102,1454705;418,7775817;;;;;;;;;;;;;;;;;;;;;;0,888408802;1,417911374;1,376441812;Sable;92,31774938;3,948667325;1,322803554;6,752221125;40,73050346;38,67719645;4,076999013;Saint-Judes;48,2;105,6;86;133,4;56;105,2;11,4;17,2;19,9;17,8;13,2;8,8;;
2014_017;1;K0;Atocas Blanford;Universite Laval;Organic;A9;Centre_du_Quebec;St_Louis_Blanford;2014;46,237854;-72,03705;Stevens;100;2004;K;Conv;;P;A;A;A;A;A;A;A;A;A;A;A;P;A;A;A;A;P;P;P;A;Ammonium sulfate;Phosphate Trisodique Poudre;;Sul_Po_Mag;;Copper sulfate;Soilubor;;45;15;0;12;2;1;;0;0;16,3268;;;;;2014-06-17;;;2014-06-26;2014-07-02;2014-07-08;2014-07-16;;;;;;;;;65;Ancien CSN Leco;AcideNitrique_Perchlorique;ICP_Foresterie;105;A;Ancien CSN Leco;Ancien CSN Leco;ICP_Foresterie;ICP_Foresterie;15-06-2014;509,81;0,4689;7,3942;0,697;5,576;7,253;1,416;0,016;0,021;0,142;0,192;0,317;0,297;;09-09-2014;518,51;0,7177;;10,868;0,893;4,037;2,318;8,718;0,0559;0,003;0,016;0,184;0,155;0,197;;;2014-07-06;78;266;2014-10-01;455,52;0;;2,1752;0,597;6,122;0,461;0,426;;0,001602;0,056372;0,002862;0,026148;0,007;;46,88456;;;;1,52;58,63;High yield;87,77;2014-08-16;83;168;2014-06-15;4,09;;;Ct;;9994,6;608;358,5;8,526136022;3,05837499;9,144998891;;0,784582311;0,427201363;281,7282119;0,386821107;1569,906929;86,6250767;;;;29,64783968;11,86120558;2,418633209;1342,65468;2660,748866;122,4656951;599,1564189;;;;;;;;;;;;;;;;;;;;;;0,888408802;1,417911374;1,376441812;Sable;93,24490052;3,304420308;1,274900398;7,450199203;41,55378486;36,41434263;4,820717131;Saint-Judes;48,2;105,6;86;133,4;56;105,2;11,4;17,2;19,9;17,8;13,2;8,8;;
2014_018;2;K0;Atocas Blanford;Universite Laval;Organic;A9;Centre_du_Quebec;St_Louis_Blanford;2014;46,237854;-72,03705;Stevens;100;2004;K;Conv;;P;A;A;A;A;A;A;A;A;A;A;A;P;A;A;A;A;P;P;P;A;Ammonium sulfate;Phosphate Trisodique Poudre;;Sul_Po_Mag;;Copper sulfate;Soilubor;;45;15;0;12;2;1;;0;0;16,3268;;;;;2014-06-17;;;2014-06-26;2014-07-02;2014-07-08;2014-07-16;;;;;;;;;65;Ancien CSN Leco;AcideNitrique_Perchlorique;ICP_Foresterie;105;A;Ancien CSN Leco;Ancien CSN Leco;ICP_Foresterie;ICP_Foresterie;15-06-2014;511,95;0,3536;6,9572;0,666;5,576;6,869;1,336;0,0172;0,02;0,127;0,187;0,226;0,209;;09-09-2014;517,93;0,5722;;10,585;0,983;4,153;2,439;8,785;0,0531;0,002;0,013;0,219;0,117;0,165;;;2014-07-06;167;700;2014-10-01;455,57;0,1091;;2,8262;0,606;5,985;0,499;0,454;;0,001738;0,039049;0,005971;0,079776;0;;40,83834;;;;1,48;33,52;Low yield;87,77;2014-08-16;117;265;2014-06-15;4,13;;;Ct;;8962,6;506;297,8;11,4477279;3,178653469;10,80566113;;0,844809647;0,390896244;238,5391256;0,423822506;1372,521234;85,33638788;;;;28,38978841;16,50278758;1,923524764;1034,286497;1991,324868;115,1675982;363,6325304;;;;;;;;;;;;;;;;;;;;;;0,888408802;1,417911374;1,376441812;Sable;92,31774938;3,948667325;1,322803554;6,752221125;40,73050346;38,67719645;4,076999013;Saint-Judes;48,2;105,6;86;133,4;56;105,2;11,4;17,2;19,9;17,8;13,2;8,8;;
2014_019;1;K40;Atocas Blanford;Universite Laval;Organic;A9;Centre_du_Quebec;St_Louis_Blanford;2014;46,237854;-72,03705;Stevens;100;2004;K;Conv;"0-0-50; 0-0-22-11";P;A;A;A;A;A;A;A;A;A;A;A;P;A;A;A;P;P;P;P;A;Ammonium sulfate;Phosphate Trisodique Poudre;Potassium sulfate;Sul_Po_Mag;;Copper sulfate;Soilubor;;45;15;40;12;2;1;;0;0;23,6868;;;;;2014-06-17;;;2014-06-26;2014-07-02;2014-07-08;2014-07-16;;;;;;;;;65;Ancien CSN Leco;AcideNitrique_Perchlorique;ICP_Foresterie;105;A;Ancien CSN Leco;Ancien CSN Leco;ICP_Foresterie;ICP_Foresterie;15-06-2014;519,61;0,4562;7,668;0,742;5,42;7,552;1,5;0,0171;0,016;0,092;0,179;0,271;0,287;;09-09-2014;506,11;0,8097;;10,672;0,944;4,397;2,343;9,417;0,0559;0,002;0,016;0,233;0,143;0,208;;;2014-07-06;114;384;2014-10-01;440,4;0;;1,5546;0,731;7,233;0,638;0,529;;0,00224;0,056729;0,004603;0,035567;0,009;;27,81036;;;;1,55;58,04;High yield;87,77;2014-08-16;102;216;2014-06-15;4,06;;;Ct;;14508;532;462,3;13,62727941;2,666360054;6,542347629;;0,70437195;0,240696684;187,3302622;0,299109721;1750,882324;63,91322407;;;;34,42249479;14,18667626;2,226260311;1078,340336;2952,757612;130,5724657;410,6834381;;;;;;;;;;;;;;;;;;;;;;0,888408802;1,417911374;1,376441812;Sable;93,24490052;3,304420308;1,274900398;7,450199203;41,55378486;36,41434263;4,820717131;Saint-Judes;48,2;105,6;86;133,4;56;105,2;11,4;17,2;19,9;17,8;13,2;8,8;;
2014_020;2;K40;Atocas Blanford;Universite Laval;Organic;A9;Centre_du_Quebec;St_Louis_Blanford;2014;46,237854;-72,03705;Stevens;100;2004;K;Conv;"0-0-50; 0-0-22-11";P;A;A;A;A;A;A;A;A;A;A;A;P;A;A;A;P;P;P;P;A;Ammonium sulfate;Phosphate Trisodique Poudre;Potassium sulfate;Sul_Po_Mag;;Copper sulfate;Soilubor;;45;15;40;12;2;1;;0;0;23,6868;;;;;2014-06-17;;;2014-06-26;2014-07-02;2014-07-08;2014-07-16;;;;;;;;;65;Ancien CSN Leco;AcideNitrique_Perchlorique;ICP_Foresterie;105;A;Ancien CSN Leco;Ancien CSN Leco;ICP_Foresterie;ICP_Foresterie;15-06-2014;516,73;0,5927;8,0126;0,907;6,072;7,266;1,494;0,0152;0,016;0,086;0,175;0,197;0,202;;09-09-2014;516,87;1,0261;;10,922;0,955;4,405;2,168;8,039;0,0543;0,003;0,013;0,189;0,122;0,542;;;2014-07-06;134;527;2014-10-01;431,93;0,0893;;3,0957;0,808;6,176;0,484;0,503;;0,001851;0,05249;0,006279;0,03322;0,016;;23,25702;;;;1,7;37,9;Low yield;87,77;2014-08-16;106;236;2014-06-15;4,1;;;Ct;;7551,6;590;240;11,71265811;3,659630825;8,777084191;;0,659129022;0,327673541;289,9080954;0,29827601;1323,527126;83,51060479;;;;20,48953126;13,94506725;1,861095682;999,6480669;1855,076077;95,88310063;383,6463168;;;;;;;;;;;;;;;;;;;;;;0,888408802;1,417911374;1,376441812;Sable;92,31774938;3,948667325;1,322803554;6,752221125;40,73050346;38,67719645;4,076999013;Saint-Judes;48,2;105,6;86;133,4;56;105,2;11,4;17,2;19,9;17,8;13,2;8,8;;
2014_021;1;K80;Atocas Blanford;Universite Laval;Organic;A9;Centre_du_Quebec;St_Louis_Blanford;2014;46,237854;-72,03705;Stevens;100;2004;K;Conv;"0-0-50; 0-0-22-11";P;A;A;A;A;A;A;A;A;A;A;A;P;A;A;A;P;P;P;P;A;Ammonium sulfate;Phosphate Trisodique Poudre;Potassium sulfate;Sul_Po_Mag;;Copper sulfate;Soilubor;;45;15;80;12;2;1;;0;0;31,0468;;;;;2014-06-17;;;2014-06-26;2014-07-02;2014-07-08;2014-07-16;;;;;;;;;65;Ancien CSN Leco;AcideNitrique_Perchlorique;ICP_Foresterie;105;A;Ancien CSN Leco;Ancien CSN Leco;ICP_Foresterie;ICP_Foresterie;15-06-2014;516,26;0,4428;7,8136;0,727;5,959;7,749;1,536;0,0161;0,018;0,117;0,198;0,306;0,297;;09-09-2014;515,67;0,765;;11,063;0,952;4,458;2,18;9,103;0,0663;0,003;0,014;0,201;0,15;0,211;;;2014-07-06;103;376;2014-10-01;437,34;0;;2,6457;0,655;6,934;0,512;0,474;;0,001331;0,021526;0,004027;0,05797;0;;54,98297;;;;1,52;69,22;High yield;87,77;2014-08-16;83;164;2014-06-15;4,06;;;Ct;;9558,3;469;338,1;8,834141581;1,72521963;6,040931677;;0,832099288;0,182882855;243,9367335;0,221207586;1588,569202;80,18711974;;;;26,84955562;12,26879867;1,706282913;959,7305672;2390,543536;119,1589295;402,9984184;;;;;;;;;;;;;;;;;;;;;;0,888408802;1,417911374;1,376441812;Sable;93,24490052;3,304420308;1,274900398;7,450199203;41,55378486;36,41434263;4,820717131;Saint-Judes;48,2;105,6;86;133,4;56;105,2;11,4;17,2;19,9;17,8;13,2;8,8;;
2014_022;2;K80;Atocas Blanford;Universite Laval;Organic;A9;Centre_du_Quebec;St_Louis_Blanford;2014;46,237854;-72,03705;Stevens;100;2004;K;Conv;"0-0-50; 0-0-22-11";P;A;A;A;A;A;A;A;A;A;A;A;P;A;A;A;P;P;P;P;A;Ammonium sulfate;Phosphate Trisodique Poudre;Potassium sulfate;Sul_Po_Mag;;Copper sulfate;Soilubor;;45;15;80;12;2;1;;0;0;31,0468;;;;;2014-06-17;;;2014-06-26;2014-07-02;2014-07-08;2014-07-16;;;;;;;;;65;Ancien CSN Leco;AcideNitrique_Perchlorique;ICP_Foresterie;105;A;Ancien CSN Leco;Ancien CSN Leco;ICP_Foresterie;ICP_Foresterie;15-06-2014;515,04;0,4715;8,1552;0,71;5,806;7,398;1,483;0,0159;0,018;0,096;0,192;0,295;0,274;;09-09-2014;517,57;0,9094;;10,954;0,979;4,91;2,053;7,858;0,0593;0,002;0,013;0,184;0,088;0,136;;;2014-07-06;158;606;2014-10-01;436,08;0,0227;;2,2668;0,751;6,846;0,547;0,517;;0,001891;0,045628;0,006492;0,019482;0;;32,70643;;;;1,56;46,39;High yield;87,77;2014-08-16;116;290;2014-06-15;4,01;;;Ct;;8410,7;600;343;19,17837875;7,354972956;19,074658;;0,883570898;0,612714288;273,9579965;0,699046191;1349,040766;113,6797343;;;;25,06972305;18,47540826;2,360597457;1026,352782;1855,460181;158,7505007;332,1110356;;;;;;;;;;;;;;;;;;;;;;0,888408802;1,417911374;1,376441812;Sable;92,31774938;3,948667325;1,322803554;6,752221125;40,73050346;38,67719645;4,076999013;Saint-Judes;48,2;105,6;86;133,4;56;105,2;11,4;17,2;19,9;17,8;13,2;8,8;;
